COURSE_NO,COURSE_TITLE,BILL_HR_LOW,BILL_HR_HIGH,COLLEGE,DEPT,LEVEL,GRADE_MODE,SCHEDULE_TYPE,AVAILABILITY,PRE_REQ,DESCRIPTION
PTRS433,Health: The Lived Exp. III,2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ",F,PTRS323 ,"This course develops the students understanding of more complexity in our experiences of health and loss as individuals and as professionals. It focuses the students’ attention on how their personal lived experience may influence their professional practice. It begins to explore diversity and inclusion in healthcare. It considers aspects of death, dying, loss and grief and their impact on physiotherapy practice. It develops the concept of personal professional well-being and resilience."
PTRS437,Clin. Reson. & comp. III,3,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ",S,PTRS427 ,"In this course, the students develop a series of case studies from their practice education experience, integrating their knowledge, skills, and experiences from all of the program themes. The case studies will be developed, presented and discussed iteratively. The final output will be the delivery of a learning resource for students in the earlier years of the program."
PTRS442,Crit. Inqu. Innov. IV,2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ",F,PTRS332 ,"This course prepares the student for the implementation and delivery of a capstone project through the development of a research proposal following review of the literature. Where relevant, the student will submit an application for review and approval by relevant ethics committees."
PTRS444,"Prof. Issue., Prac. & Pers IV",2,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ",F,PTRS334 ,"This course continues to develop the concept of leadership as a state of mind and not an organisation position. Leadership concepts, characteristics, contexts and consequences are introduced as well as strategies for change implementation. In addition, students are introduced to advocacy and the role physiotherapists play in advocacy. They will learn more about the developments in the professional community in Qatar. They will be introduced to global health organisations and their role in international and national health."
PTRS445,Practice Education IV,4,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","CP-Clinical Practice , ",F,PTRS335 ,The fourth practice education course will provide physiotherapy students with supervised clinical practice in a work-based placement in one of the clinical sites affiliated with the Health Cluster. Practice education or clinical placements are undertaken in one of the core areas of physiotherapy practice. Students will develop their clinical skills and professional behaviours through this immersive and experiential learning experience.
PTRS452,Critical Inqu. & Innov. V,4,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ",S,PTRS442 ,This course culminates in the delivery of the Capstone project. The student will implement the proposal prepared and approved in Critical Inquiry and Innovation III. It develops research skills and knowledge translation skills.
PTRS454,Prof. Issues. Prac. & Pres. V,3,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LL-Lecture/Lab , ",S,PTRS444 ,"This course will prepare the students for the licensure examination. In addition, it will further develop the student's knowledge of wider societal perspectives informing health and advancements in the physiotherapy profession and will highlight issues related to professional longevity and wellness."
PTRS455,Practice Education V,4,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","CP-Clinical Practice , ",F,PTRS445 ,The fifth practice education course will provide physiotherapy students with supervised clinical practice in a work-based placement in one of the clinical sites affiliated with the Health Cluster. Practice education or clinical placements are undertaken in one of the speciality areas of physiotherapy practice. Students will develop their clinical skills and professional behaviours through this immersive and experiential learning experience.
PTRS465,Practice Education VI,4,,Health Sciences,Physical Ther.&Rehab Sciences,"(UG) - Undergraduate , ","(S) - Standard Letter , ","CP-Clinical Practice , ",S,PTRS455 ,The final practice education course will provide physiotherapy students with supervised clinical practice in a work-based placement in one of the clinical sites affiliated with the Health Cluster. Practice education or clinical placements are undertaken in one of the speciality areas of physiotherapy practice. Students will develop their clinical skills and professional behaviours through this immersive and experiential learning experience.
PUBH100,Your Health,3,,Health Sciences,Public Health,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",,"This course introduces students to key concepts of health using an interdisciplinary approach. It defines health from a holistic perspective that includes physical, mental and social aspects. It also focuses on the role of individual behaviors in maintaining health at different ages, such as dietary behaviors, physical activity, and healthy coping with stress. The course aims to equip students with the necessary skills to make sound health decisions and to assess health claims in various sources, such as the media and social media, allowing them to play a leading role in offering solutions that encourage the adoption of a healthy lifestyle at the individual and community levels."
PUBH101,P H S: Principles and Practice,3,,Health Sciences,Public Health,"(UG) - Undergraduate , ","(S) - Standard Letter , ","LC-Lecture , ","F,S",,"This course introduces students to the inter‐disciplinary field of public health, including its historical development and major concepts and themes, such as the difference between individual and population‐based strategies for improving health. The course will also introduce students to the tools of public health, including epidemiologic principles and health policies. The format will include lectures, discussions, and problem‐based learning"
